Product_Name,Alcohol_Percent,Alcohol_Amount,Alcohol_Price,product_id
Nomad Outland Whisky Miniature,41.3,5.0,4.95,390
Chivas Blend at Home Kit,40.0,30.0,29.95,2814
Nevis Dew 12 Year Old,40.0,5.0,4.75,3792
Chivas Regal 12 Year Old,40.0,5.0,4.75,1822
Johnnie Walker Red Label Miniature,40.0,5.0,2.75,1788
Johnnie Walker Black Label 12 Year Old Miniature,40.0,5.0,3.75,1763
Famous Grouse,40.0,5.0,2.1,2653
Bell's Original,40.0,5.0,2.45,2095
Robert Burns (Arran),40.0,5.0,3.95,3748
Black & White Blended Whisky,40.0,5.0,2.95,4389
Teacher's Highland Cream Miniature,40.0,5.0,2.25,2862
Pig's Nose Miniature,40.0,5.0,4.25,2509
Chivas Regal Extra Miniature,40.0,5.0,4.45,1504
Black Bottle,40.0,5.0,2.95,54
Johnnie Walker Taster Pack (Red,40.0,15.0,12.45,3207
Nomad Outland Whisky Miniature,41.3,5.0,4.95,1114
Chivas Blend at Home Kit,40.0,30.0,29.95,2586
Nevis Dew 12 Year Old,40.0,5.0,4.75,4532
Chivas Regal 12 Year Old,40.0,5.0,4.75,840
Johnnie Walker Red Label Miniature,40.0,5.0,2.75,2853
Johnnie Walker Black Label 12 Year Old Miniature,40.0,5.0,3.75,4347
Famous Grouse,40.0,5.0,2.1,851
Bell's Original,40.0,5.0,2.45,1640
Robert Burns (Arran),40.0,5.0,3.95,2887
Black & White Blended Whisky,40.0,5.0,2.95,1632
Teacher's Highland Cream Miniature,40.0,5.0,2.25,3581
Pig's Nose Miniature,40.0,5.0,4.25,41
Chivas Regal Extra Miniature,40.0,5.0,4.45,298
Black Bottle,40.0,5.0,2.95,436
Johnnie Walker Taster Pack (Red,40.0,15.0,12.45,2440
Nomad Outland Whisky Miniature,41.3,5.0,4.95,2005
Chivas Blend at Home Kit,40.0,30.0,29.95,4324
Nevis Dew 12 Year Old,40.0,5.0,4.75,3738
Chivas Regal 12 Year Old,40.0,5.0,4.75,4204
Johnnie Walker Red Label Miniature,40.0,5.0,2.75,4261
Johnnie Walker Black Label 12 Year Old Miniature,40.0,5.0,3.75,4383
Famous Grouse,40.0,5.0,2.1,4122
Bell's Original,40.0,5.0,2.45,1720
Robert Burns (Arran),40.0,5.0,3.95,1123
Black & White Blended Whisky,40.0,5.0,2.95,630
Teacher's Highland Cream Miniature,40.0,5.0,2.25,3707
Pig's Nose Miniature,40.0,5.0,4.25,2313
Chivas Regal Extra Miniature,40.0,5.0,4.45,3732
Black Bottle,40.0,5.0,2.95,2429
Johnnie Walker Taster Pack (Red,40.0,15.0,12.45,781
Nomad Outland Whisky Miniature,41.3,5.0,4.95,904
Chivas Blend at Home Kit,40.0,30.0,29.95,3105
Nevis Dew 12 Year Old,40.0,5.0,4.75,1051
Chivas Regal 12 Year Old,40.0,5.0,4.75,1273
Johnnie Walker Red Label Miniature,40.0,5.0,2.75,3628
Johnnie Walker Black Label 12 Year Old Miniature,40.0,5.0,3.75,3083
Famous Grouse,40.0,5.0,2.1,2719
Bell's Original,40.0,5.0,2.45,280
Robert Burns (Arran),40.0,5.0,3.95,2067
Black & White Blended Whisky,40.0,5.0,2.95,3408
Teacher's Highland Cream Miniature,40.0,5.0,2.25,2762
Pig's Nose Miniature,40.0,5.0,4.25,435
Monkey Shoulder Miniature,40.0,5.0,4.95,2983
Compass Box Malt Whisky Collection,45.0,15.0,23.95,705
MacNair's 12 Year Old,46.0,5.0,6.45,707
Poit Dhubh 12 Year Old Miniature,43.0,5.0,6.25,997
Douglas Laing Remarkable Regional Malts Mini Pack,46.4,30.0,34.25,1771
Glenallachie Miniature Gift Set,49.0,15.0,29.95,3232
The Epicurean Miniature,46.2,5.0,5.75,686
Poit Dhubh 21 Year Old Miniature,43.0,5.0,8.25,1892
Poit Dhubh 8 Year Old Miniature,43.0,5.0,5.75,393
Sheep Dip Blended Malt Miniature,40.0,5.0,4.45,82
Scallywag Speyside Blended Malt Miniature,46.0,5.0,6.25,1289
Monkey Shoulder Miniature,40.0,5.0,4.95,2230
Compass Box Malt Whisky Collection,45.0,15.0,23.95,828
MacNair's 12 Year Old,46.0,5.0,6.45,2763
Poit Dhubh 12 Year Old Miniature,43.0,5.0,6.25,4186
Douglas Laing Remarkable Regional Malts Mini Pack,46.4,30.0,34.25,964
Glenallachie Miniature Gift Set,49.0,15.0,29.95,3485
The Epicurean Miniature,46.2,5.0,5.75,539
Poit Dhubh 21 Year Old Miniature,43.0,5.0,8.25,2397
Poit Dhubh 8 Year Old Miniature,43.0,5.0,5.75,1148
Sheep Dip Blended Malt Miniature,40.0,5.0,4.45,1131
Scallywag Speyside Blended Malt Miniature,46.0,5.0,6.25,1995
Monkey Shoulder Miniature,40.0,5.0,4.95,1347
Compass Box Malt Whisky Collection,45.0,15.0,23.95,3846
MacNair's 12 Year Old,46.0,5.0,6.45,3975
Poit Dhubh 12 Year Old Miniature,43.0,5.0,6.25,362
Douglas Laing Remarkable Regional Malts Mini Pack,46.4,30.0,34.25,1022
Glenallachie Miniature Gift Set,49.0,15.0,29.95,3750
The Epicurean Miniature,46.2,5.0,5.75,2567
Poit Dhubh 21 Year Old Miniature,43.0,5.0,8.25,3824
Poit Dhubh 8 Year Old Miniature,43.0,5.0,5.75,4055
Sheep Dip Blended Malt Miniature,40.0,5.0,4.45,1963
Scallywag Speyside Blended Malt Miniature,46.0,5.0,6.25,2414
Monkey Shoulder Miniature,40.0,5.0,4.95,220
Compass Box Malt Whisky Collection,45.0,15.0,23.95,2974
MacNair's 12 Year Old,46.0,5.0,6.45,3292
Poit Dhubh 12 Year Old Miniature,43.0,5.0,6.25,1563
Douglas Laing Remarkable Regional Malts Mini Pack,46.4,30.0,34.25,2247
Glenallachie Miniature Gift Set,49.0,15.0,29.95,534
The Epicurean Miniature,46.2,5.0,5.75,4054
Poit Dhubh 21 Year Old Miniature,43.0,5.0,8.25,2582
Poit Dhubh 8 Year Old Miniature,43.0,5.0,5.75,1264
Sheep Dip Blended Malt Miniature,40.0,5.0,4.45,4489
Scallywag Speyside Blended Malt Miniature,46.0,5.0,6.25,3351
Monkey Shoulder Miniature,40.0,5.0,4.95,4228
Compass Box Malt Whisky Collection,45.0,15.0,23.95,4479
MacNair's 12 Year Old,46.0,5.0,6.45,1270
Poit Dhubh 12 Year Old Miniature,43.0,5.0,6.25,1719
Douglas Laing Remarkable Regional Malts Mini Pack,46.4,30.0,34.25,1482
Glenallachie Miniature Gift Set,49.0,15.0,29.95,4279
The Epicurean Miniature,46.2,5.0,5.75,2046
Poit Dhubh 21 Year Old Miniature,43.0,5.0,8.25,2546
Poit Dhubh 8 Year Old Miniature,43.0,5.0,5.75,2314
Sheep Dip Blended Malt Miniature,40.0,5.0,4.45,2215
Scallywag Speyside Blended Malt Miniature,46.0,5.0,6.25,284
Monkey Shoulder Miniature,40.0,5.0,4.95,2233
Compass Box Malt Whisky Collection,45.0,15.0,23.95,2739
MacNair's 12 Year Old,46.0,5.0,6.45,659
Poit Dhubh 12 Year Old Miniature,43.0,5.0,6.25,4495
Douglas Laing Remarkable Regional Malts Mini Pack,46.4,30.0,34.25,3572
Glenallachie Miniature Gift Set,49.0,15.0,29.95,4224
The Epicurean Miniature,46.2,5.0,5.75,193
Poit Dhubh 21 Year Old Miniature,43.0,5.0,8.25,4118
Poit Dhubh 8 Year Old Miniature,43.0,5.0,5.75,2167
Sheep Dip Blended Malt Miniature,40.0,5.0,4.45,4095
Scallywag Speyside Blended Malt Miniature,46.0,5.0,6.25,1734
Chivas Blend at Home Kit,40.0,30.0,29.95,1329
Chivas Blend at Home Kit,40.0,30.0,29.95,2101
Chivas Blend at Home Kit,40.0,30.0,29.95,2012
Chivas Blend at Home Kit,40.0,30.0,29.95,4412
Chivas Blend at Home Kit,40.0,30.0,29.95,137
Chivas Blend at Home Kit,40.0,30.0,29.95,1202
Penderyn Legend,41.0,5.0,4.25,1560
Penderyn Miniature,46.0,5.0,4.95,3151
Penderyn Madeira Gift Pack,46.0,10.0,16.95,3988
Paul John Nirvana Miniature,40.0,5.0,3.45,2034
Dartmoor Whisky Discovery Set,46.0,15.0,36.95,3227
Mackmyra Brukswhisky Miniature,41.4,5.0,7.95,3757
Paul John Pedro Ximenez Cask Select Miniature,48.0,5.0,6.45,2512
Paul John Peated Select Cask,55.5,5.0,5.95,2263
Paul John Classic Select Cask,55.2,5.0,5.95,721
Paul John Oloroso Cask Select Miniature,48.0,5.0,6.75,1257
Paul John Edited,46.0,5.0,4.75,1921
Paul John Brilliance Miniature,46.0,5.0,4.75,215
Paul John Bold,46.0,5.0,4.75,634
"The English Original, Smokey,Sherry Cask Miniature Gift Pack",47.5,15.0,23.95,2206
Penderyn Legend,41.0,5.0,4.25,547
Penderyn Miniature,46.0,5.0,4.95,3202
Penderyn Madeira Gift Pack,46.0,10.0,16.95,3523
Paul John Nirvana Miniature,40.0,5.0,3.45,768
Dartmoor Whisky Discovery Set,46.0,15.0,36.95,1845
Mackmyra Brukswhisky Miniature,41.4,5.0,7.95,995
Paul John Pedro Ximenez Cask Select Miniature,48.0,5.0,6.45,3802
Paul John Peated Select Cask,55.5,5.0,5.95,4505
Paul John Classic Select Cask,55.2,5.0,5.95,2244
Paul John Oloroso Cask Select Miniature,48.0,5.0,6.75,1157
Paul John Edited,46.0,5.0,4.75,2467
Paul John Brilliance Miniature,46.0,5.0,4.75,3699
Paul John Bold,46.0,5.0,4.75,2936
"The English Original, Smokey,Sherry Cask Miniature Gift Pack",47.5,15.0,23.95,896
Penderyn Legend,41.0,5.0,4.25,4085
Penderyn Miniature,46.0,5.0,4.95,3210
Penderyn Madeira Gift Pack,46.0,10.0,16.95,1593
Paul John Nirvana Miniature,40.0,5.0,3.45,3446
Dartmoor Whisky Discovery Set,46.0,15.0,36.95,1446
Mackmyra Brukswhisky Miniature,41.4,5.0,7.95,3755
Paul John Pedro Ximenez Cask Select Miniature,48.0,5.0,6.45,3215
Paul John Peated Select Cask,55.5,5.0,5.95,388
Paul John Classic Select Cask,55.2,5.0,5.95,342
Paul John Oloroso Cask Select Miniature,48.0,5.0,6.75,4316
Paul John Edited,46.0,5.0,4.75,903
Paul John Brilliance Miniature,46.0,5.0,4.75,1750
Paul John Bold,46.0,5.0,4.75,1566
"The English Original, Smokey,Sherry Cask Miniature Gift Pack",47.5,15.0,23.95,1849
Penderyn Legend,41.0,5.0,4.25,2987
Penderyn Miniature,46.0,5.0,4.95,4039
Penderyn Madeira Gift Pack,46.0,10.0,16.95,1816
Paul John Nirvana Miniature,40.0,5.0,3.45,3073
Dartmoor Whisky Discovery Set,46.0,15.0,36.95,471
Mackmyra Brukswhisky Miniature,41.4,5.0,7.95,4030
Paul John Pedro Ximenez Cask Select Miniature,48.0,5.0,6.45,489
Paul John Peated Select Cask,55.5,5.0,5.95,1717
Paul John Classic Select Cask,55.2,5.0,5.95,709
Paul John Oloroso Cask Select Miniature,48.0,5.0,6.75,4382
Paul John Edited,46.0,5.0,4.75,3164
Paul John Brilliance Miniature,46.0,5.0,4.75,514
Paul John Bold,46.0,5.0,4.75,1108
"The English Original, Smokey,Sherry Cask Miniature Gift Pack",47.5,15.0,23.95,2927
Penderyn Legend,41.0,5.0,4.25,1775
Penderyn Miniature,46.0,5.0,4.95,1946
Penderyn Madeira Gift Pack,46.0,10.0,16.95,1873
Paul John Nirvana Miniature,40.0,5.0,3.45,1766
Dartmoor Whisky Discovery Set,46.0,15.0,36.95,465
Mackmyra Brukswhisky Miniature,41.4,5.0,7.95,2331
Paul John Pedro Ximenez Cask Select Miniature,48.0,5.0,6.45,4307
Paul John Peated Select Cask,55.5,5.0,5.95,2929
Paul John Classic Select Cask,55.2,5.0,5.95,1485
Paul John Oloroso Cask Select Miniature,48.0,5.0,6.75,3214
Paul John Edited,46.0,5.0,4.75,444
Paul John Brilliance Miniature,46.0,5.0,4.75,1283
Paul John Bold,46.0,5.0,4.75,303
"The English Original, Smokey,Sherry Cask Miniature Gift Pack",47.5,15.0,23.95,3489
Penderyn Legend,41.0,5.0,4.25,2229
Penderyn Miniature,46.0,5.0,4.95,1478
Penderyn Madeira Gift Pack,46.0,10.0,16.95,3990
Paul John Nirvana Miniature,40.0,5.0,3.45,419
Dartmoor Whisky Discovery Set,46.0,15.0,36.95,2160
Mackmyra Brukswhisky Miniature,41.4,5.0,7.95,1747
Paul John Pedro Ximenez Cask Select Miniature,48.0,5.0,6.45,176
Paul John Peated Select Cask,55.5,5.0,5.95,4453
Paul John Classic Select Cask,55.2,5.0,5.95,860
Paul John Oloroso Cask Select Miniature,48.0,5.0,6.75,1615
Paul John Edited,46.0,5.0,4.75,520
Paul John Brilliance Miniature,46.0,5.0,4.75,3653
Paul John Bold,46.0,5.0,4.75,1373
"The English Original, Smokey,Sherry Cask Miniature Gift Pack",47.5,15.0,23.95,1312
Drambuie Whisky Liqueur Miniature,40.0,5.0,1.95,1128
Jack Daniel's Tennessee Fire,35.0,5.0,2.95,1548
Jack Daniel's Tennessee Honey Liqueur Miniature,35.0,5.0,3.45,1937
Southern Comfort Liqueur Miniature,35.0,5.0,2.45,823
Hebridean Whisky Liqueur Miniature,20.0,5.0,3.75,4455
Merlyn Liqueur Miniature,17.0,5.0,3.75,4003
Bruadar Liqueur Miniature,22.0,5.0,3.25,357
Drambuie Whisky Liqueur Miniature,40.0,5.0,1.95,3674
Jack Daniel's Tennessee Fire,35.0,5.0,2.95,1636
Jack Daniel's Tennessee Honey Liqueur Miniature,35.0,5.0,3.45,4357
Southern Comfort Liqueur Miniature,35.0,5.0,2.45,3718
Hebridean Whisky Liqueur Miniature,20.0,5.0,3.75,1049
Merlyn Liqueur Miniature,17.0,5.0,3.75,4188
Bruadar Liqueur Miniature,22.0,5.0,3.25,666
Drambuie Whisky Liqueur Miniature,40.0,5.0,1.95,653
Jack Daniel's Tennessee Fire,35.0,5.0,2.95,3996
Jack Daniel's Tennessee Honey Liqueur Miniature,35.0,5.0,3.45,4191
Southern Comfort Liqueur Miniature,35.0,5.0,2.45,1001
Hebridean Whisky Liqueur Miniature,20.0,5.0,3.75,774
Merlyn Liqueur Miniature,17.0,5.0,3.75,3593
Bruadar Liqueur Miniature,22.0,5.0,3.25,3751
Drambuie Whisky Liqueur Miniature,40.0,5.0,1.95,1288
Jack Daniel's Tennessee Fire,35.0,5.0,2.95,1217
Jack Daniel's Tennessee Honey Liqueur Miniature,35.0,5.0,3.45,3607
Southern Comfort Liqueur Miniature,35.0,5.0,2.45,1219
Hebridean Whisky Liqueur Miniature,20.0,5.0,3.75,528
Merlyn Liqueur Miniature,17.0,5.0,3.75,295
Bruadar Liqueur Miniature,22.0,5.0,3.25,4139
Drambuie Whisky Liqueur Miniature,40.0,5.0,1.95,2499
Jack Daniel's Tennessee Fire,35.0,5.0,2.95,2990
Jack Daniel's Tennessee Honey Liqueur Miniature,35.0,5.0,3.45,3505
Southern Comfort Liqueur Miniature,35.0,5.0,2.45,4344
Hebridean Whisky Liqueur Miniature,20.0,5.0,3.75,3267
Merlyn Liqueur Miniature,17.0,5.0,3.75,400
Bruadar Liqueur Miniature,22.0,5.0,3.25,742
Drambuie Whisky Liqueur Miniature,40.0,5.0,1.95,1094
Jack Daniel's Tennessee Fire,35.0,5.0,2.95,2698
Jack Daniel's Tennessee Honey Liqueur Miniature,35.0,5.0,3.45,922
Southern Comfort Liqueur Miniature,35.0,5.0,2.45,648
Hebridean Whisky Liqueur Miniature,20.0,5.0,3.75,3114
Merlyn Liqueur Miniature,17.0,5.0,3.75,4275
Bruadar Liqueur Miniature,22.0,5.0,3.25,1420
Whisky and Chocolate Pairing Tasting Set,51.4,12.0,38.95,1074
Lagavulin 16 Year Old Sample,43.0,3.0,7.25,4171
Deanston 18 Year Old Sample,46.3,3.0,7.25,2771
Macallan A Night On Earth In Scotland Sample,40.0,3.0,7.45,548
Octomore Edition 12.1 Sample,59.9,3.0,10.75,1837
Oban 2008 Sample,56.2,3.0,9.25,3251
Imperial 1996 Sample,53.6,3.0,16.95,3003
Ben Nevis 1996 Sample,51.1,3.0,21.75,1453
Bowmore Aston Martin Masters Selection 21 Year Old Sample,51.8,3.0,21.75,3510
Lagavulin 2008 Sample,56.5,3.0,10.75,2001
Speyside Single Malt 2008 Sample,55.2,3.0,8.25,878
Lochindaal 2007 Sample,57.1,3.0,10.7,480
Bruichladdich 1992 Black Art 9.1 Sample,44.1,3.0,24.95,614
Macallan Classic Cut 2021 Sample,51.0,3.0,10.95,2408
Balvenie Tun 1509 Batch 8 Sample,52.2,3.0,23.75,3936
Bunnahabhain 12 Year Old Cask Strength,55.1,3.0,6.95,2170
Ledaig 18 Year Old,46.3,3.0,7.45,2649
Caol Ila 12 Year Old Sample,43.0,3.0,5.25,1278
Bunnahabhain 12 Year Old Sample,46.3,3.0,5.25,4187
Mortlach 1998 Sample,58.1,3.0,13.25,938
Caol Ila 24 Year Old Sample,52.1,3.0,21.75,872
Lochlea Single Malt First Release Sample,46.0,3.0,5.95,773
Bowmore 21 Year Old Sample,48.4,3.0,14.95,989
Highland Park 15 Year Old Sample,44.0,3.0,7.45,807
Whisky and Chocolate Pairing Tasting Set,51.4,12.0,38.95,3199
Lagavulin 16 Year Old Sample,43.0,3.0,7.25,1772
Deanston 18 Year Old Sample,46.3,3.0,7.25,1888
Macallan A Night On Earth In Scotland Sample,40.0,3.0,7.45,571
Octomore Edition 12.1 Sample,59.9,3.0,10.75,2544
Oban 2008 Sample,56.2,3.0,9.25,313
Imperial 1996 Sample,53.6,3.0,16.95,56
Ben Nevis 1996 Sample,51.1,3.0,21.75,1432
Bowmore Aston Martin Masters Selection 21 Year Old Sample,51.8,3.0,21.75,2992
Lagavulin 2008 Sample,56.5,3.0,10.75,2090
Speyside Single Malt 2008 Sample,55.2,3.0,8.25,3631
Lochindaal 2007 Sample,57.1,3.0,10.7,1325
Bruichladdich 1992 Black Art 9.1 Sample,44.1,3.0,24.95,2663
Macallan Classic Cut 2021 Sample,51.0,3.0,10.95,2662
Balvenie Tun 1509 Batch 8 Sample,52.2,3.0,23.75,4393
Bunnahabhain 12 Year Old Cask Strength,55.1,3.0,6.95,485
Ledaig 18 Year Old,46.3,3.0,7.45,556
Caol Ila 12 Year Old Sample,43.0,3.0,5.25,3797
Bunnahabhain 12 Year Old Sample,46.3,3.0,5.25,1520
Mortlach 1998 Sample,58.1,3.0,13.25,3722
Caol Ila 24 Year Old Sample,52.1,3.0,21.75,83
Lochlea Single Malt First Release Sample,46.0,3.0,5.95,3759
Bowmore 21 Year Old Sample,48.4,3.0,14.95,130
Highland Park 15 Year Old Sample,44.0,3.0,7.45,4337
Tamdhu Cigar Malt Sample,43.0,3.0,13.75,1220
Kilchoman Loch Gorm Sample,46.0,3.0,6.95,2972
Macallan Enigma Sample,44.9,3.0,20.25,2318
Mortlach 12 Year Old Sample,43.4,3.0,5.75,3137
Old Pulteney 18 Year Old Sample,46.0,3.0,9.95,2985
Dailuaine 16 Year Old Sample,43.0,3.0,6.25,2845
Bunnahabhain 18 Year Old Sample,46.3,3.0,10.25,3172
Bruichladdich Classic Laddie Sample,50.0,3.0,5.25,1644
Tobermory 2003 Sample,54.2,3.0,9.95,3302
Glentauchers 1995 Sample,57.0,3.0,14.75,1313
Caperdonich 2000 Sample,56.9,3.0,21.75,440
Caol Ila 2010 Sample,58.2,3.0,9.95,3644
AnCnoc 2009 Sample,46.0,3.0,5.45,3110
Glenfarclas Whisky Tasting Set,49.0,18.0,64.95,4373
Port Charlotte 10 Year Old Sample,50.0,3.0,5.75,526
Balvenie 12 Year Old DoubleWood Sample,40.0,3.0,5.45,2997
Talisker 30 Year Old Sample,45.8,3.0,67.25,3318
Glenfarclas 25 Year Old Sample,43.0,3.0,16.25,107
Deanston 2008 Oloroso Cask Sample,52.7,3.0,6.95,3369
Tomatin 21 Year Old Sample,46.0,3.0,10.75,4154
Kilchoman 10 Year Old Sample,54.4,3.0,9.25,2064
Imperial 1995 Sample,50.1,3.0,21.75,1245
Clynelish 2011 Sample,59.1,3.0,6.75,3826
Talisker 2012 Sample,59.7,3.0,8.25,2747
Old Pulteney 16 Year Old Sample,46.0,3.0,6.95,957
Isle of Raasay R-02 Single Malt Sample,46.4,3.0,5.45,1356
Talisker 2011 Sample,57.9,3.0,8.25,2047
Edradour 2009 Sample,57.4,3.0,9.25,642
Old Pulteney 25 Year Old Sample,46.0,3.0,28.95,3661
Glenfiddich 15 Year Old Solera Sample,40.0,3.0,5.75,2984
Ledaig Rioja Cask Sample,46.3,3.0,4.45,1853
Rosebank 21 Year Old Sample,52.7,3.0,79.95,864
Nc'nean Organic Single Malt Sample,46.0,3.0,5.75,418
Port Askaig 12 Year Old Sample,45.8,3.0,6.95,2930
Old Pulteney 15 Year Old Sample,46.0,3.0,6.75,1603
Talisker 10 Year Old Sample,45.8,3.0,5.25,1069
Old Pulteney 12 Year Old Sample,40.0,3.0,4.45,1121
Glenfarclas 105 Sample,60.0,3.0,5.95,2489
Whiskies Of The British Isles Tasting Set,47.6,18.0,39.95,531
Tobermory 2004 Oloroso Cask Sample,55.9,3.0,9.95,1017
Royal Lochnagar 2004 Sample,57.5,3.0,14.95,3952
Mortlach 2007 Sample,55.9,3.0,10.95,352
Linkwood 2009 Sample,58.6,3.0,6.25,3863
Lagavulin 1994 Sample,44.2,3.0,109.0,815
Glenallachie 2006 Sample,60.5,3.0,9.75,4328
Glenallachie 2006 Sample,60.7,3.0,9.75,2836
Glenallachie 2006 Sample,60.3,3.0,9.75,2342
Singleton of Glendullan 2001 Sample,54.6,3.0,10.95,3627
Croftengea 2006 Sample,52.6,3.0,7.25,164
Highland Park 14 Year Old Loyalty Of The Wolf Sample,42.3,3.0,5.75,2096
Glengoyne Pedro Ximenez Finish Sample,46.0,3.0,7.45,2098
Jura Red Wine Cask Edition Sample,40.0,3.0,4.75,2130
Bladnoch 14 Year Old Sample,46.7,3.0,8.75,3981
Arran 15 Year Old Sample,53.5,3.0,13.75,1456
Tamdhu Batch Strength No.6 Sample,56.8,3.0,7.25,4474
Balvenie 30 Year Old Sample,44.2,3.0,122.0,1951
Ardnamurchan 2014 Sample,59.4,3.0,7.95,2744
Linkwood 10 Year Old Sample,48.0,3.0,5.95,2389
Spey Tenne Sample,46.0,3.0,4.95,1546
Loch Lomond 12 Year Old Sample,46.0,3.0,4.95,4291
Inchmoan 12 Year Old Sample,46.0,3.0,4.95,4260
Torabhaig Legacy Series Allt Glean Sample,46.0,3.0,5.75,231
Balvenie 25 Year Old Rare Marriages Sample,48.0,3.0,41.25,2327
Glen Grant 15 Year Old Batch Strength First Edition Sample,50.0,3.0,6.25,969
Laphroaig 33 Year Old (1987) Sample,49.9,3.0,49.95,3695
Port Charlotte PAC:01 2011 Heavily Peated Sample,56.1,3.0,8.25,1021
Balblair 2005 Sample,48.5,3.0,11.75,1339
Arran 23 Year Old Drumadroon Point,49.5,3.0,18.75,3261
Lagavulin 2003 Distillers Edition Sample,43.0,3.0,8.75,658
Mortlach 15 Year Old Sample,46.0,3.0,10.25,4421
Glenburgie 1989 Sample,46.0,3.0,18.75,2210
Caol Ila 18 Year Old Sample,59.8,3.0,10.75,3533
Glenfiddich IPA Cask Sample,43.0,3.0,5.45,4019
Glen Scotia 18 Year Old Sample,46.0,3.0,9.45,1166
Glen Grant 18 Year Old Sample,43.0,3.0,9.75,2905
Glenfiddich 21 Year Old Gran Reserva Sample,40.0,3.0,12.75,2813
Clynelish 14 Year Old Sample,46.0,3.0,5.45,1746
Blair Athol 12 Year Old Sample,43.0,3.0,5.45,351
Deanston 2002 Pinot Noir Sample,50.0,3.0,8.95,935
Deanston 2013 Sample,54.8,3.0,5.95,581
Ben Nevis 2012 Sample,59.6,3.0,6.25,112
Singleton of Dufftown 25 Year Old Sample,43.0,3.0,23.75,4356
Singleton of Glendullan 12 Year Old Sample,40.0,3.0,4.75,1447
Singleton of Glen Ord 2000 Sample,55.0,3.0,14.95,119
Caol Ila 2007 Sample,55.6,3.0,7.95,839
Cardhu 2006 Sample,55.5,3.0,9.75,2510
Spey Fumare Cask Strength Batch 3 Sample,57.5,3.0,6.45,3138
Spey Trutina Cask Strength Batch 3 Sample,59.1,3.0,6.25,4459
Ballechin 2003 Sample,51.3,3.0,13.75,1176
Orkney 2012 Sample,57.1,3.0,6.25,4314
Jura Rum Cask Sample,40.0,3.0,4.75,3231
Macallan 30 Year Old Double Cask Sample,43.0,3.0,259.0,4240
Ben Nevis Coire Leis Sample,46.0,3.0,5.25,1163
Arran 15 Year Old Sample,52.8,3.0,13.75,2308
Nc'nean Quiet Rebels Annabel Sample,48.5,3.0,6.75,4070
Bowmore 18 Year Old Sample,43.0,3.0,8.45,975
Compass Box Orchard House Sample,46.0,3.0,4.95,2973
Compass Box Canvas Sample,46.0,3.0,8.75,4305
Peat (Pure Islay) Sample,45.0,3.0,5.25,3118
Angels’ Nectar Blended Malt Original Sample,40.0,3.0,4.75,4372
Monkey Shoulder Sample,40.0,3.0,4.25,1039
Blue Hanger 11th Release Sample,45.8,3.0,7.75,3241
Collectivum XXVIII Sample,57.3,3.0,11.95,996
Compass Box The Story of the Spaniard Sample,43.0,3.0,5.75,4509
Cladach Blended Malt Sample,57.1,3.0,12.75,1440
Compass Box The Peat Monster Sample,46.0,3.0,5.45,13
Compass Box The Spice Tree Sample,46.0,3.0,5.45,991
Peat Full Proof Sample,59.3,3.0,5.95,460
Compass Box Orchard House Sample,46.0,3.0,4.95,842
Compass Box Canvas Sample,46.0,3.0,8.75,2322
Peat (Pure Islay) Sample,45.0,3.0,5.25,3630
Angels’ Nectar Blended Malt Original Sample,40.0,3.0,4.75,824
Monkey Shoulder Sample,40.0,3.0,4.25,3698
Blue Hanger 11th Release Sample,45.8,3.0,7.75,1521
Collectivum XXVIII Sample,57.3,3.0,11.95,1142
Compass Box The Story of the Spaniard Sample,43.0,3.0,5.75,590
Cladach Blended Malt Sample,57.1,3.0,12.75,3011
Compass Box The Peat Monster Sample,46.0,3.0,5.45,1376
Compass Box The Spice Tree Sample,46.0,3.0,5.45,3756
Peat Full Proof Sample,59.3,3.0,5.95,1607
Compass Box Orchard House Sample,46.0,3.0,4.95,256
Compass Box Canvas Sample,46.0,3.0,8.75,2347
Peat (Pure Islay) Sample,45.0,3.0,5.25,3081
Angels’ Nectar Blended Malt Original Sample,40.0,3.0,4.75,372
Monkey Shoulder Sample,40.0,3.0,4.25,1470
Blue Hanger 11th Release Sample,45.8,3.0,7.75,2947
Collectivum XXVIII Sample,57.3,3.0,11.95,812
Compass Box The Story of the Spaniard Sample,43.0,3.0,5.75,1675
Cladach Blended Malt Sample,57.1,3.0,12.75,2372
Compass Box The Peat Monster Sample,46.0,3.0,5.45,1876
Compass Box The Spice Tree Sample,46.0,3.0,5.45,1985
Peat Full Proof Sample,59.3,3.0,5.95,2037
Compass Box Orchard House Sample,46.0,3.0,4.95,4312
Compass Box Canvas Sample,46.0,3.0,8.75,1601
Peat (Pure Islay) Sample,45.0,3.0,5.25,3894
Angels’ Nectar Blended Malt Original Sample,40.0,3.0,4.75,2884
Monkey Shoulder Sample,40.0,3.0,4.25,4364
Blue Hanger 11th Release Sample,45.8,3.0,7.75,3550
Collectivum XXVIII Sample,57.3,3.0,11.95,1419
Compass Box The Story of the Spaniard Sample,43.0,3.0,5.75,808
Cladach Blended Malt Sample,57.1,3.0,12.75,1038
Compass Box The Peat Monster Sample,46.0,3.0,5.45,2316
Compass Box The Spice Tree Sample,46.0,3.0,5.45,2793
Peat Full Proof Sample,59.3,3.0,5.95,1625
Compass Box Orchard House Sample,46.0,3.0,4.95,3619
Compass Box Canvas Sample,46.0,3.0,8.75,1561
Peat (Pure Islay) Sample,45.0,3.0,5.25,1612
